Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),States (City/Town/District/Village)
HMVL,HINDUSTAN MEDIA VENTURES LTD.,PROMOTING SANITATION- (1) CLEAN MY MUMBAI CAMPAIGN TO PROMOTE CLEANLINESS. THE CAMPAIGN SUPPORTS SWACH BHARAT ABHIYAN AND AIMS TO CREATE A MASS MOVEMENT IN MUMBAI TO MAKE IT CLEANER AND BETTER PLACE TO LIVE IN. (2) SWACH KANPUR SUNDAR KANPUR CAMPAIGN TO PROMOTE CLEANLINESS. THE CAMPAIGN SUPPORTS SWACH BHARAT ABHIYAN AND AIMS TO CREATE A MASS MOVEMENT IN KANPUR TO MAKE IT CLEANER AND BETTER PLACE TO LIVE IN.,,SCHEDULE VII (I),76.0,92.0,,92.0,,,"MAHARASHTRA (MUMBAI),UTTAR PRADESH (KANPUR)"
HMVL,HINDUSTAN MEDIA VENTURES LTD.,"TO MAINTAIN AND PRESERVE THE HERITAGE ART DISTRICT OF SOUTH MUMBAI; RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE",,SCHEDULE VII (V),50.0,50.0,,,KALA GHODA ASSOCIATION,50.0,MAHARASHTRA (MUMBAI)
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,COMMUNITY DEVELOPMENT AND ENVIRONMENT EMPOWERNMENT OF SOCIALLY AND ECONOMICALLY BACKWARD GROUPS,,SCHEDULE VII (III),144.0,144.0,,,,144.0,"ANDHRA PRADESH (ANANTHAPURAMU),ASSAM (DIBRUGARH),JAMMU & KASHMIR (JAMMU),KERALA (KOZHIKODE),MAHARASHTRA (MUMBAI,NAGPUR,RAIGAD),ODISHA (SUNDARGARH),PUNJAB (JALANDHAR),RAJASTHAN (BARMER,JAIPUR),TAMIL NADU (CHENNAI),TELANGANA (NAGONDA)"
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,"INTERVENTIONS IN HEALTH, INCL PROVISION OF MEDICAL EQUIPMENTS AND REACH-IN APPROACH THROUGH HEALTH CAMPS AND MEDICAL VANS",,SCHEDULE VII (I),886.0,886.0,,,,886.0,"ANDHRA PRADESH (EAST GODAVARI,KADAPA,VISAKHAPATNAM),BIHAR (BANKA,PATNA),JAMMU & KASHMIR (JAMMU,SAMBA),JHARKHAND (BOKARO),KARNATAKA (BENGALURU,BENGALURU RURAL),MADHYA PRADESH (SATNA),MAHARASHTRA (MUMBAI,NAGPUR,PALGHAR,SATARA),ODISHA (JAGATHSINGHPUR),RAJASTHAN (BARMER,JAIPUR),TAMIL NADU (KRISHNAGIRI),TELANGANA (HYDERABAD,SECUNDERABAD),UTTAR PRADESH (ETAWAH,KANPUR DEHAT),WEST BENGAL (HOOGHLY,KOLKATA)"
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,INTERVENTIONS WITH SUPPLY CHAIN - HEALTH CAMPS FOR TANK TRUCK CREW MEMBERS,,SCHEDULE VII (I),14.0,14.0,,,,14.0,"ANDHRA PRADESH (VISAKHAPATNAM),KARNATAKA (MANGALURU),MAHARASHTRA (MUMBAI),PUNJAB (BHATINDA)"
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,INTERVENTIONS WITH SUPPLY CHAIN - SAFE DRIVER TRAINING PROGRAMS FOR CONTRACT DRIVERS IMPARTING EMPLOYMENT ENHANCING VOCATION SKILLS,,SCHEDULE VII (II),63.0,63.0,,,,63.0,"ANDHRA PRADESH (ANANTHAPURAMU,EAST GODAVARI,KADAPA,KRISHNA,VISAKHAPATNAM),BIHAR (BEGUSARAI,PATNA),CHHATTISGARH (RAIPUR),DELHI,GOA (MARGAO),GUJARAT (KACHCHH,SURAT,VADODARA),HARYANA (HISAR,JHAJJAR,REWARI),HIMACHAL PRADESH (SOLAN),JAMMU & KASHMIR (JAMMU),JHARKHAND (DHANBAD,SINGHBHUM),KARNATAKA (BELAGAVI,BENGALURU RURAL,DAKSHINA KANNADA,DHARWAD,GULBARGA,HASSAN),KERALA (ERNAKULAM,KOZHIKODE),MADHYA PRADESH (BHOPAL,GWALIOR,INDORE,JABALPUR RATLAM,SAGAR),MAHARASHTRA (AKOLA,MANMAD,MUMBAI,NAGPUR & PUNE,SANGLI,SOLAPUR,VASHI, MUMBAI),ODISHA (BALASORE,JAGATSINGHPUR),PUNJAB (BHATINDA,JALANDHAR,SANGRUR),RAJASTHAN (AJMER,BHARATPUR,JAIPUR),TAMIL NADU (CHENNAI,COIMBATORE,MADURAI,THIRUNELVELI,TIRUVALLUR),TELANGANA (KARIMNAGAR,NALGONDA,RANGA REDDY),UTTAR PRADESH (BIJNOR,CHANDAULI,DEORIA,GONDA,JHANSI,LUCKNOW,MATHURA,MEERUT),UTTARAKHAND (HARIDWAR),WEST BENGAL (BURDWAN,SOUTH 24 PARGANAS)"
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,PROMOTION OF SPORTS,,SCHEDULE VII (VII),85.0,85.0,,,,85.0,"DELHI,MAHARASHTRA (MUMBAI,PUNE)"
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,SCHOLARSHIPS FOR ECONOMICALLY BACKWARD SC/ ST/OBC/PWD STUDENTS IN LOCAL AREAS OF OPERATION LOCATIONS PROMOTING EDUCATION,,SCHEDULE VII (II),248.0,248.0,,,,248.0,"ANDHRA PRADESH (RAJAHMUNDRY,VISAKHAPATNAM),GUJARAT (AHMEDABAD),MAHARASHTRA (JALGAON,SINDHUDURG,THANE),MANIPUR (CHURACHANDPUR),MIZORAM (AIZAWL),ODISHA (DEOGARH,SUNDARGARH),TAMIL NADU (CHENNAI),TELANGANA (NALGONDA),UTTAR PRADESH (LUCKNOW),WEST BENGAL (BANKURA)"
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,SCHOOL INFRASTRUCTURE AND AMENITIES,,SCHEDULE VII (II),1721.0,1721.0,,,,1721.0,"ANDHRA PRADESH (EAST GODAVARI,GUNTUR,KRISHNA,SRIKAKULAM,VISAKHAPATNAM,VIZIANAGARAM,WEST GODAVARI),ASSAM (KAMRUP),BIHAR (DARBHANGA,EAST CHAMPARAN,PATNA,SAMASTIPUR,WEST CHAMPARAN),CHHATTISGARH (RAJANANDGAON),GUJARAT (AHMEDABAD,BHUJ,HAZIRA,SABARKANTHA),HARYANA (AMBALA,HISAR,KARNAL,REWARI,ROHTAK),JAMMU & KASHMIR (BARI BRAHMANA,JAMMU),JHARKHAND (HAZARIBAG),KARNATAKA (CHIKKABALLAPUR),KERALA (KOLLAM,KOTTAYAM),MADHYA PRADESH (BHIND,BHOPAL,CHHINDWARA,INDORE,RAJGARH,SHEOPUR),MAHARASHTRA (MUMBAI,NAGPUR,PALGHAR,PUNE,RAIGAD,RATNAGIRI,SANGLI,SOLAPUR),ODISHA (BHUBANESWAR),PUNJAB (JALANDHAR),RAJASTHAN (AJMER,DHOLPUR,JAIPUR,JODHPUR,UDAIPUR),TAMIL NADU (MADURAI,THIRUCHIRAPALLI),TELANGANA (NALGONDA),UTTAR PRADESH (AGRA,ALLAHABAD,CHANDAULI,MATHURA,VIKASNAGAR),WEST BENGAL (BARDHAMAN,BHARAMPUR,KOLKATA,MEDINIPUR)"
HINDPETRO,HINDUSTAN PETROLEUM CORP.LTD.,SKILL DEVELOPMENT FOR MARGINALISED IMPARTING EMPLOYMENT ENHANCING VOCATIONAL SKILLS,,SCHEDULE VII (II),217.0,217.0,,,,217.0,"DELHI (NORTH WEST DELHI),HARYANA (SIRSA),JAMMU & KASHMIR (SRINAGAR),JHARKHAND (BOKARO,CHAIBASA,GUMLA),KARNATAKA (BENGALURU),KERALA (WAYANAD),MAHARASHTRA (MUMBAI),PUNJAB (AMRITSAR,BHATINDA),RAJASTHAN (BARMER),TAMIL NADU (CHENNAI)"
HINDUNILVR,HINDUSTAN UNILEVER LTD.,ANKUR SCHOOL,,SCHEDULE VII (II),30.0,22.0,,22.0,,,ASSAM
HINDUNILVR,HINDUSTAN UNILEVER LTD.,ASHADAAN,,SCHEDULE VII (III),67.0,88.0,,88.0,,,MAHARASHTRA (MUMBAI)
HINDUNILVR,HINDUSTAN UNILEVER LTD.,DOMEX TOILET ACADEMY,,SCHEDULE VII (I),106.0,106.0,,,EKUTIR,106.0,"MADHYA PRADESH (CHHINDWARA),ODISHA,UTTAR PRADESH"
HINDUNILVR,HINDUSTAN UNILEVER LTD.,ENVIRONMENT & SUSTAINABILITY - SUPPLY CHAIN,,SCHEDULE VII (IV),263.0,263.0,,263.0,,,ALL STATES
HINDUNILVR,HINDUSTAN UNILEVER LTD.,FAIR & LOVELY FOUNDATION,,SCHEDULE VII (II),300.0,254.0,,254.0,,,ALL STATES
HINDUNILVR,HINDUSTAN UNILEVER LTD.,GOOD LIFE CLUB - SCHOLARSHIP (HOT TEA SHOP),,SCHEDULE VII (II),5.0,5.0,,5.0,,,TAMIL NADU (CHENNAI)
HINDUNILVR,HINDUSTAN UNILEVER LTD.,HANDWASHING BEHAVIOUR CHANGE PROGRAMME,,SCHEDULE VII (I),60.0,60.0,,,CIFF,60.0,BIHAR
HINDUNILVR,HINDUSTAN UNILEVER LTD.,LIVELIHOOD PROGRAMME - PRABHAT,,SCHEDULE VII (II),150.0,147.0,,,"LABOURNET,TARA LIVELIHOOD ACADEMY",147.0,ALL STATES
HINDUNILVR,HINDUSTAN UNILEVER LTD.,PROJECT SHAKTI,,SCHEDULE VII (III),4651.0,4651.0,,4651.0,,,ALL STATES
HINDUNILVR,HINDUSTAN UNILEVER LTD.,PROJECT SUNLIGHT,,SCHEDULE VII (IV),105.0,105.0,,105.0,,,ALL STATES
HINDUNILVR,HINDUSTAN UNILEVER LTD.,RELIEF FUNDS / SAVE THE CHILDREN - DONATION,,"SCHEDULE VII (I), SCHEDULE VII (VIII)",31.0,31.0,,31.0,,,DELHI
HINDUNILVR,HINDUSTAN UNILEVER LTD.,SAFE DRINKING WATER,,SCHEDULE VII (I),200.0,199.0,,,POPULATION SERVICES INTERNATIONAL,199.0,WEST BENGAL
HINDUNILVR,HINDUSTAN UNILEVER LTD.,SANJIVANI,,SCHEDULE VII (I),70.0,66.0,,66.0,,,ASSAM
HINDUNILVR,HINDUSTAN UNILEVER LTD.,SOLIDARIDAD - SUSTAINABILITY (TEA PROCUREMENT),,SCHEDULE VII (IV),126.0,126.0,,,SOLIDARIDAD REGIONAL EXPERTISE CENTRE,126.0,ALL STATES
HINDUNILVR,HINDUSTAN UNILEVER LTD.,WATER CONSERVATION PROJECTS,,SCHEDULE VII (IV),2200.0,2112.0,,,"DHRUVA,SOCIETY FOR PROMOTION OF ECO FRIENDLY SUSTAINABLE DEVELOPMENT,PEOPLES ACTION FOR NATIONAL INTEGRATION,SAMUHA,PARMARTH SAMAJ SEVI SANSTHAN, SUMERPUR,MAHARASHTRA INSTITUTE OF TECHNOLOGY TRANSFER FOR RURAL AREAS,BAIF INSTITUTE FOR RURAL DEVELOPMENT,FOUNDATION FOR ECOLOGICAL SECURITY,DEVELOPMENT SUPPORT CENTRE,SAHJEEVAN,SOLIDARIDAD REGIONAL EXPERTISE CENTRE,AGA KHAN RURAL SUPPORT PROGRAMME INDIA,WATERSHED ORGANISATION TRUST,PROFESSIONAL ASSISTANCE FOR DEVELOPMENT ACTION, PRADAN,SANJEEVANI INSTITUTE FOR EMPOWERMENT & DEVELOPMENT,INTERNATIONAL FINANCE CORP.,PARMARTH SAMAJ SEVI SANSTHAN,MYSORE RESETTLEMENT & DEVELOPMENT AGENCY",2112.0,ALL STATES
HINDZINC,HINDUSTAN ZINC LTD.,AGRICULTURE PROJECT,,SCHEDULE VII (II),,77.0,,,,77.0,"RAJASTHAN (BHILWARA, UDAIPUR, RAJSAM, CHITTORGARH)"
HINDZINC,HINDUSTAN ZINC LTD.,AGRICULTURE PROJECT,,SCHEDULE VII (II),,1.0,,0.5,,0.5,"RAJASTHAN (UDAIPUR, RAJSAM, CHITTORGARH, BHILWARA, AJMER)"
HINDZINC,HINDUSTAN ZINC LTD.,"HEALTH, WATER & SANITATION INCLUDING COMPANY RUN HOSPITALS",,SCHEDULE VII (I),,1023.0,HINDUSTAN ZINC LTD.,511.5,"FINANCIAL INCLUSION IMPROVES SANITATION & HEALTH,HELPAGE INDIA",511.5,"RAJASTHAN (UDAIPUR, RAJSAM, CHITTORGARH, BHILWARA, AJMER)"
HINDZINC,HINDUSTAN ZINC LTD.,HOSPITAL UPGRADATION,,SCHEDULE VII (I),,237.0,,237.0,,,RAJASTHAN (UDAIPUR)
HINDZINC,HINDUSTAN ZINC LTD.,IMPACT STUDY FOR SOCIAL AUDIT,,SCHEDULE VII (II),,54.0,,,TSCPLSOULACE,54.0,"RAJASTHAN (BHILWARA, AJMER, UDAIPUR, RAJSAM, CHITTORGARH),UTTARAKHAND"
HINDZINC,HINDUSTAN ZINC LTD.,INTEGRATED HEALTH PROGRAMME,,SCHEDULE VII (I),,1.0,,0.5,,0.5,"RAJASTHAN (UDAIPUR, RAJSAM, CHITTORGARH, BHILWARA, AJMER)"
HINDZINC,HINDUSTAN ZINC LTD.,OTHERS,,OTHERS,,798.0,,399.0,,399.0,"RAJASTHAN (UDAIPUR, RAJSAM, CHITTORGARH, BHILWARA, AJMER)"
HINDZINC,HINDUSTAN ZINC LTD.,OTHERS,,OTHERS,,509.0,,254.5,,254.5,ALL STATES
HINDZINC,HINDUSTAN ZINC LTD.,RURAL EDUCATION PROGRAM & COMPANY RUN SCHOOLS,,"SCHEDULE VII (II), SCHEDULE VII (X)",,1367.0,"VIKLANG KALYAN SAMITI,HINDUSTAN ZINC LTD.,MSMM TRUST",1367.0,,,"RAJASTHAN (BHILWARA, AJMER, SIKHAR, UDAIPUR, RAJSAM, CHITTORGARH)"
HINDZINC,HINDUSTAN ZINC LTD.,RURAL INFRASTRUCTURE,,SCHEDULE VII (X),,933.0,HINDUSTAN ZINC LTD.,466.5,GOVT./PANCHAYATS,466.5,"RAJASTHAN (BHILWARA, AJMER, UDAIPUR, RAJSAM, CHITTORGARH),UTTARAKHAND"
HINDZINC,HINDUSTAN ZINC LTD.,SOCIAL FORESTRY,,SCHEDULE VII (IV),,109.0,,,FOREST DEPT.,109.0,"RAJASTHAN (UDAIPUR, RAJSAM, CHITTORGARH, BHILWARA, AJMER)"
HINDZINC,HINDUSTAN ZINC LTD.,VEDANTA BAL CHETNA ANGANWADI AND CHILD CARE,,SCHEDULE VII (II),,314.0,,,VEDANTA FOUNDATION,314.0,"RAJASTHAN (BHILWARA, UDAIPUR, RAJSAM, CHITTORGARH)"
HINDZINC,HINDUSTAN ZINC LTD.,VOCATIONAL TRAINING FOR YOUTH,,SCHEDULE VII (II),,244.0,,,PDISANKALP,244.0,"RAJASTHAN (UDAIPUR, RAJSAM, CHITTORGARH, BHILWARA, AJMER)"
HITECHGEAR,"HI-TECH GEARS LTD.,THE",DISASTER MANAGEMENT KASHMIR FLOOD (PRIME MINISTER RELIEF FUND),,SCHEDULE VII (VIII),1.0,1.0,,,,1.0,DELHI
HITECHGEAR,"HI-TECH GEARS LTD.,THE","EDUCATION, TECHNICAL EDUCATION INCLUDING RESEARCH & DEVELOPMENT-",,SCHEDULE VII (II),65.0,63.73,,63.726,,,"DELHI (LOCAL AREA),HARYANA (LOCAL AREA)"
HITECHGEAR,"HI-TECH GEARS LTD.,THE",HEALTH,,SCHEDULE VII (I),8.5,8.22,,8.218,,,"DELHI (LOCAL AREA),HARYANA (LOCAL AREA)"
HITECHGEAR,"HI-TECH GEARS LTD.,THE",INTEGRATED COMMUNITY DEVELOPMENT PRIME MINISTER RELIEF FUND,,SCHEDULE VII (VIII),1.3,1.21,,1.21,,,DELHI
HONDAPOWER,HONDA INDIA POWER PRODUCTS LTD.,CONTRIBUTION TO PRIME MINISTERS NATIONAL RELIEF FUND,,SCHEDULE VII (VIII),83.0,83.0,,41.5,,41.5,ALL STATES
HONAUT,HONEYWELL AUTOMATION INDIA LTD.,SAFE KIDS @ HOME,,SCHEDULE VII (I),226.84,226.84,,,"SAFE KIDS FOUNDATION INDIA, MUMBAI",,MAHARASHTRA (PUNE)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"CAPACITY BUILDING & DEVELOPMENT OF URBAN SLUM SANITATION, SANITATION AWARENESS PROGRAMMES, BUILDING TOILETS IN RURAL SCHOOLS",,"SCHEDULE VII (I), SCHEDULE VII (XI)",59.0,59.0,,29.5,,29.5,"MAHARASHTRA (PIMPRI, CHINCHWAD, KOLHAPUR),TAMIL NADU (KANCHEEPURAM)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,COMMUNITY HEALTHCARE FOR RURALAND TRIBAL AREAS,,SCHEDULE VII (I),102.0,102.0,,51.0,,51.0,"JHARKHAND (EAST SINGHBHUM,SERAIKELA-KHARSAWAN,WEST SINGHBHUM),KARNATAKA (CHAMARAJANAGAR)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"EDUCATIONAL DEVELOPMENT THROUGH LIFE SKILLS, GENDER EQUALITY & SOCIO ECONOMIC SKILLS FOR CHILDREN FROM ECONOMICALLY WEAK BACKGROUNDS, SCHOLARSHIPS",,"SCHEDULE VII (II), SCHEDULE VII (III)",28.0,28.0,,14.0,,14.0,MAHARASHTRA (PALGHAR)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"EDUCATIONAL DEVELOPMENT THROUGH LIFE SKILLS, GENDER EQUALITY & SOCIO-ECONOMIC SKILLS FOR CHILDREN FROM ECONOMICALLY WEAK BACKGROUNDS, SUPPORTING EDUCATION FOR GIRLS",,SCHEDULE VII (II),154.0,154.0,,77.0,,77.0,MADHYA PRADESH (SATPURA HOSHANGABAD)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"HEALTH AWARENESS, PREVENTION, TREATMENT & REHABILITATION FOR NEUROLOGICAL DISEASES, SUPPORTING COMMUNITY HOSPITALS IN RURAL AREAS, SUPPORT TOWARDS PUBLIC BLOOD BANKS",,SCHEDULE VII (I),25.0,25.0,,12.5,,12.5,"DELHI (NEW DELHI),MAHARASHTRA (MUMBAI & PALGHAR),RAJASTHAN (JODHPUR)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"HEALTH AWARENESS, PREVENTION, TREATMENT & REHABILITATION FOR NEUROLOGICAL DISEASES, SUPPORTING RESEARCH ON PUBLIC HEALTH POLICY",,SCHEDULE VII (I),208.0,208.0,,104.0,,104.0,"DELHI (NEW DELHI),MAHARASHTRA (MUMBAI),TELANGANA (HYDERABAD)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"NUTRITION PROGRAMMES, DAY CARE CENTRES & AFTER SCHOOL PROGRAMMES FOR UNDERPRIVILEGED CHILDREN",,"SCHEDULE VII (I), SCHEDULE VII (III)",31.0,31.0,,15.5,,15.5,"DELHI,GUJARAT (AHMEDABAD),MAHARASHTRA (PUNE)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"NUTRITION PROGRAMMES, DAY CARE CENTRES, AFTER SCHOOL PROGRAMMES & HEALTH FACILITIES FOR UNDERPRIVILEGED CHILDREN",,"SCHEDULE VII (I), SCHEDULE VII (III)",57.0,57.0,,28.5,,28.5,"GUJARAT (AHMEDABAD),MAHARASHTRA (PUNE),UTTAR PRADESH (NOIDA)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,PALLIATIVE CARE / HOSPICES FOR CANCER PATIENTS,,SCHEDULE VII (I),35.0,35.0,,17.5,,17.5,MAHARASHTRA (MUMBAI & NASIK)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"RAISING AWARENESS ON MATERNAL HEALTH, SANITATION AND MALNUTRITION, PREVENTION OF VIOLENCE AGAINST WOMEN, LIVELIHOOD PROGRAMMES FOR YOUNG GIRLS",,"SCHEDULE VII (I), SCHEDULE VII (II)",60.0,47.0,,23.5,,23.5,"MAHARASHTRA (PUNE, THANE, MUMBAI)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"REHABILITATION & LIVELIHOOD TO SOCIALLY & ECONOMICALLY MARGINALISED GROUPS, HOUSING FOR DISPLACED & UNDERPRIVILEGED PERSONS, AWARENESS FOR CIVIL SOCIETY RIGHTS",,"SCHEDULE VII (I), SCHEDULE VII (II)",92.0,92.0,,46.0,,46.0,"DELHI (NEW DELHI),MAHARASHTRA (MUMBAI & RAIGAD),UTTAR PRADESH (MUZAFFARNAGAR)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,REHABILITATION OF SOCIALLY & ECONOMICALLY MARGINALISED GROUPS,,SCHEDULE VII (I),85.0,85.0,,42.5,,42.5,MAHARASHTRA (MUMBAI)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,SCHOLARSHIPS FOR UNDERPRIVILEGED CHILDREN & YOUTH,,SCHEDULE VII (II),24.0,24.0,,12.0,,12.0,"MAHARASHTRA (MUMBAI),UTTARAKHAND (DEHRADUN)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,SETTING UP AND RUNNING HOMES FOR THE PHYSICALLY AND MENTALLY CHALLENGED,,SCHEDULE VII (III),210.0,210.0,,105.0,,105.0,MAHARASHTRA (RAIGAD & PUNE)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,SETTING UP AND RUNNING HOMES FOR THE PHYSICALLY AND MENTALLY CHALLENGED,,SCHEDULE VII (III),22.0,22.0,,11.0,,11.0,"DELHI (NEW DELHI),MAHARASHTRA (PUNE)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"SHELTER/HOMES FOR ORPHANS, ABANDONED AND UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (III),25.0,25.0,,12.5,,12.5,MAHARASHTRA (MUMBAI & PUNE)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"SHELTER/HOMES FOR ORPHANS,ABANDONEDAND UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (III),20.0,20.0,,10.0,,10.0,"MAHARASHTRA (PUNE, AURANGABAD, SANGLI, RATNAGIRI)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,SPECIALISED HEALTH AID FOR CHILDREN AND YOUNG ADULTS WITH PHYSICAL HANDICAPS,,SCHEDULE VII (I),20.0,6.0,,3.0,,3.0,KARNATAKA (BENGALURU)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,SPECIALISED HEALTHCARE FOR CHILDREN AND YOUNG ADULTS WITH PHYSICAL HANDICAPS DIFFERENTLY ABLED (PROMOTING HEALTHCARE),,SCHEDULE VII (I),30.0,30.0,,15.0,,15.0,"KARNATAKA (BENGALURU),KERALA (KOLLAM),MAHARASHTRA (MUMBAI)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,STRENGTHENING INFRASTRUCTURE IN TIGER RESERVES ENVIRONMENT (ENSURING ENVIRONMENTAL SUSTAINABILITY & ANIMAL WELFARE),,SCHEDULE VII (IV),8.0,8.0,,4.0,,4.0,RAJASTHAN (SAWAI MADHOPUR)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,STRENGTHENING INFRASTRUCTURE IN TIGER RESERVES ENVIRONMENT (ENSURING ENVIRONMENTAL SUSTAINABILITY & ANIMAL WELFARE),,SCHEDULE VII (IV),62.0,62.0,,31.0,,31.0,MAHARASHTRA (MUMBAI)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"SUPPORT TOWARDS THE PREVENTION, DETECTION, TREATMENT & REHABILITATION OF CANCER PATIENTS",,SCHEDULE VII (I),3081.0,881.0,,440.5,,440.5,"MAHARASHTRA (MUMBAI),WEST BENGAL (KOLKATA)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,SUPPORTING ATHLETES FOR OLYMPICS,,SCHEDULE VII (VII),18.0,18.0,,9.0,,9.0,MAHARASHTRA (MUMBAI)
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,"SUPPORTING FLOOD AFFECTED VICTIMS DURING NATURAL CALAMITIES, AID TO INDIAN ARMED FORCES COMMUNITY DEVELOPMENT (SUPPORT TO GOVERNMENT INITIATIVES)",,SCHEDULE VII (VIII),68.0,68.0,,34.0,,34.0,"JAMMU & KASHMIR,MAHARASHTRA"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,VOCATIONAL SKILLS & LIVELIHOOD TRAINING FOR DISABLED CHILDREN & ADULTS DIFFERENTLY ABLED (PROMOTING SPECIAL EDUCATION),,SCHEDULE VII (II),358.0,358.0,,179.0,,179.0,"MAHARASHTRA (MUMBAI),UTTARAKHAND (DEHRADUN)"
HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,VOCATIONAL TRAINING TO SCHOOL DROPOUTS AND UNEMPLOYED YOUTH EDUCATION (VOCATIONAL SKILLS FOR LIVELIHOOD),,SCHEDULE VII (II),36.0,36.0,,18.0,,18.0,CHHATTISGARH (RAIPUR)
HTMEDIA,HT MEDIA LTD.,CLEAN MY MUMBAI CAMPAIGN TO PROMOTE CLEANLINESS. THE CAMPAIGN SUPPORTS SWACHH BHARAT ABHIYAN AND AIMS TO CREATE A MASS MOVEMENT IN MUMBAI TO MAKE IT A CLEANER AND BETTER PLACE TO LIVE IN. CLAUSE (I) OF SCHEDULE VII PROMOTING SANITATION,,SCHEDULE VII (I),32.0,33.0,,33.0,,,MAHARASHTRA (MUMBAI)
HTMEDIA,HT MEDIA LTD.,PROMOTING PRIMARY EDUCATION AMONGST DISADVANTAGED CHILDREN IN IDENTIFIED AREA VIA YOU READ THEY LEARN (YRTL) PROGRAM.,,SCHEDULE VII (II),186.0,186.0,HT FOUNDATION,93.0,"PRATHAM DELHI EDUCATION INITIATIVE TRUST,CHILD RIGHTS & YOU",93.0,"DELHI (DELHI /NCR),JHARKHAND,MANIPUR"
HTMEDIA,HT MEDIA LTD.,"PROMOTING PRIMARY EDUCATION, VOCATIONAL COURSES AND BASIC HEALTHCARE FOR CHILDREN AND WOMEN IN RURAL AREAS. CLAUSE (I) & (II) OF SCHEDULE VII PROMOTING HEALTHCARE; PROMOTING EDUCATION, INCLUDING SPECIAL EDUCATION & EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN & WOMEN",,"SCHEDULE VII (I), SCHEDULE VII (II)",54.0,54.0,,,SHINE FOUNDATION,54.0,"DELHI (NEW DELHI),HARYANA (FARIDABAD)"
HUBTOWN,HUBTOWN LTD.,PROMOTION OF EDUCATION,,SCHEDULE VII (II),52.06,100.0,,,SAMANVAY PRATISHTHAN,100.0,MAHARASHTRA (PUNE)
HUHTAMAKI,HUHTAMAKI INDIA LTD.,CONTRIBUTION TO PRIME MINISTERS NATIONAL RELIEF FUND,,SCHEDULE VII (VIII),,3.75,,,,,ALL STATES
ICICIBANK,ICICI BANK LTD.,CLEAN ENERGY INITIATIVES,,SCHEDULE VII (IV),323.0,289.0,,289.0,,,MAHARASHTRA (MUMBAI)
ICICIBANK,ICICI BANK LTD.,EDUCATION & RESEARCH,,SCHEDULE VII (II),530.0,540.0,"INDIAN INSTITUTE OF MANAGEMENT, AHMEDABAD",540.0,,,"GUJARAT (AHMEDABAD),MAHARASHTRA (MUMBAI)"
ICICIBANK,ICICI BANK LTD.,FINANCIAL COUNSELLLING PROMOTING EDUCATION,,SCHEDULE VII (II),150.0,92.0,,,DISHA TRUST,92.0,ALL STATES
